cutoffs,nll_mode,nll_mode_fixed,n,min_n,num_cutoffs,k_varying,k_fixed,aic_varying,aic_fixed,bic_varying,bic_fixed
"(5, 8, 15)",80764.01374538934,80948.90253372934,"[9960, 5405, 9308, 3855]",3855,3,12,8,80776.01374538934,80956.90253372934,80768.1726284727,80951.67512245158
"(3, 6, 9)",80764.01494947933,80955.33675533289,"[5996, 5846, 5156, 11530]",5156,3,12,8,80776.01494947933,80963.33675533289,80768.1738325627,80958.10934405512
"(5, 8, 11)",80764.08986033284,80946.26279256085,"[9960, 5405, 4630, 8533]",4630,3,12,8,80776.08986033284,80954.26279256085,80768.2487434162,80949.03538128309
"(5, 9, 12)",80764.091974245,80947.23047385391,"[9960, 7038, 4337, 7193]",4337,3,12,8,80776.091974245,80955.23047385391,80768.25085732837,80950.00306257614
"(2, 5, 8)",80764.09658450342,80953.67920161628,"[3972, 5988, 5405, 13163]",3972,3,12,8,80776.09658450342,80961.67920161628,80768.25546758679,80956.45179033851
"(5, 11, 14)",80764.11501373237,80949.8118380722,"[9960, 10035, 3672, 4861]",3672,3,12,8,80776.11501373237,80957.8118380722,80768.27389681574,80952.58442679443
"(4, 13, 17)",80764.12956164702,80971.05802638638,"[8015, 14548, 3856, 2109]",2109,3,12,8,80776.12956164702,80979.05802638638,80768.28844473038,80973.83061510861
"(5, 9, 16)",80764.18168264267,80948.58056856561,"[9960, 7038, 8586, 2944]",2944,3,12,8,80776.18168264267,80956.58056856561,80768.34056572603,80951.35315728784
"(5, 8, 12)",80764.2621183251,80947.17641238555,"[9960, 5405, 5970, 7193]",5405,3,12,8,80776.2621183251,80955.17641238555,80768.42100140847,80949.94900110779
"(4, 13, 16)",80764.34486982305,80970.61188400176,"[8015, 14548, 3021, 2944]",2944,3,12,8,80776.34486982305,80978.61188400176,80768.50375290641,80973.38447272399
"(5, 11)",80767.37003828002,80949.77849590292,"[9960, 10035, 8533]",8533,2,9,6,80776.37003828002,80955.77849590292,80770.48920059254,80951.8579374446
"(5, 9, 10)",80764.4052801121,80945.47247124423,"[9960, 7038, 1551, 9979]",1551,3,12,8,80776.4052801121,80953.47247124423,80768.56416319546,80948.24505996646
"(5, 9, 11)",80764.41212045879,80946.80252981167,"[9960, 7038, 2997, 8533]",2997,3,12,8,80776.41212045879,80954.80252981167,80768.57100354215,80949.5751185339
"(3, 7, 15)",80764.45063669408,80957.66602589753,"[5996, 7644, 11033, 3855]",3855,3,12,8,80776.45063669408,80965.66602589753,80768.60951977744,80960.43861461976
"(5, 7, 14)",80764.54565444155,80950.38042026469,"[9960, 3680, 10027, 4861]",3680,3,12,8,80776.54565444155,80958.38042026469,80768.70453752491,80953.15300898692
"(3, 7, 10)",80764.54657445654,80951.80383897907,"[5996, 7644, 4909, 9979]",4909,3,12,8,80776.54657445654,80959.80383897907,80768.70545753991,80954.57642770131
"(5, 7, 18)",80764.56395790073,80950.22852605404,"[9960, 3680, 13547, 1341]",1341,3,12,8,80776.56395790073,80958.22852605404,80768.72284098409,80953.00111477627
"(2, 5, 7)",80764.56554933972,80954.56331430515,"[3972, 5988, 3680, 14888]",3680,3,12,8,80776.56554933972,80962.56331430515,80768.72443242309,80957.33590302739
"(5, 8, 18)",80764.66941522833,80949.90202504303,"[9960, 5405, 11822, 1341]",1341,3,12,8,80776.66941522833,80957.90202504303,80768.8282983117,80952.67461376527
"(3, 5, 15)",80764.73335938207,80961.407844513,"[5996, 3964, 14713, 3855]",3855,3,12,8,80776.73335938207,80969.407844513,80768.89224246543,80964.18043323523
"(5, 11, 16)",80764.77219416448,80949.2329008567,"[9960, 10035, 5589, 2944]",2944,3,12,8,80776.77219416448,80957.2329008567,80768.93107724785,80952.00548957894
"(1, 5, 12)",80764.81182789146,80947.95883428957,"[1967, 7993, 11375, 7193]",1967,3,12,8,80776.81182789146,80955.95883428957,80768.97071097483,80950.7314230118
"(4, 13, 14)",80764.82407963398,80970.75219475066,"[8015, 14548, 1104, 4861]",1104,3,12,8,80776.82407963398,80978.75219475066,80768.98296271735,80973.5247834729
"(5, 6, 11)",80765.01258964739,80947.41146101114,"[9960, 1882, 8153, 8533]",1882,3,12,8,80777.01258964739,80955.41146101114,80769.17147273076,80950.18404973338
"(5, 6, 10)",80765.04061032849,80944.30301675023,"[9960, 1882, 6707, 9979]",1882,3,12,8,80777.04061032849,80952.30301675023,80769.19949341186,80947.07560547246
"(5, 9, 17)",80765.09616384465,80949.45657136572,"[9960, 7038, 9421, 2109]",2109,3,12,8,80777.09616384465,80957.45657136572,80769.25504692801,80952.22916008795
"(5, 11, 17)",80765.14341638504,80949.54520441403,"[9960, 10035, 6424, 2109]",2109,3,12,8,80777.14341638504,80957.54520441403,80769.3022994684,80952.31779313626
"(5, 8, 14)",80765.15435513626,80950.64264242402,"[9960, 5405, 8302, 4861]",4861,3,12,8,80777.15435513626,80958.64264242402,80769.31323821962,80953.41523114625
"(5, 8, 10)",80765.26764667223,80944.39458886484,"[9960, 5405, 3184, 9979]",3184,3,12,8,80777.26764667223,80952.39458886484,80769.4265297556,80947.16717758708
"(5, 9)",80768.32840744554,80950.3097692476,"[9960, 7038, 11530]",7038,2,9,6,80777.32840744554,80956.3097692476,80771.44756975806,80952.38921078928
"(5, 7, 16)",80765.4612943294,80949.90969248104,"[9960, 3680, 11944, 2944]",2944,3,12,8,80777.4612943294,80957.90969248104,80769.62017741277,80952.68228120328
"(5, 11, 19)",80765.57767632852,80949.37632318828,"[9960, 10035, 7893, 640]",640,3,12,8,80777.57767632852,80957.37632318828,80769.73655941189,80952.14891191051
"(3, 7, 14)",80765.69776858095,80959.48902419157,"[5996, 7644, 10027, 4861]",4861,3,12,8,80777.69776858095,80967.48902419157,80769.85665166432,80962.2616129138
"(3, 7, 18)",80765.71607204013,80959.33712998091,"[5996, 7644, 13547, 1341]",1341,3,12,8,80777.71607204013,80967.33712998091,80769.8749551235,80962.10971870314
"(5, 7, 9)",80765.77545144269,80947.75961666799,"[9960, 3680, 3358, 11530]",3358,3,12,8,80777.77545144269,80955.75961666799,80769.93433452606,80950.53220539022
"(2, 5, 15)",80765.79723560634,80961.78574882452,"[3972, 5988, 14713, 3855]",3855,3,12,8,80777.79723560634,80969.78574882452,80769.9561186897,80964.55833754675
"(3, 6, 15)",80765.8177192469,80960.47160735997,"[5996, 5846, 12831, 3855]",3855,3,12,8,80777.8177192469,80968.47160735997,80769.97660233027,80963.2441960822
"(2, 6, 11)",80765.8237003063,80954.89097064683,"[3972, 7870, 8153, 8533]",3972,3,12,8,80777.8237003063,80962.89097064683,80769.98258338966,80957.66355936906
"(3, 5, 14)",80765.82909133658,80963.1356699316,"[5996, 3964, 13707, 4861]",3964,3,12,8,80777.82909133658,80971.1356699316,80769.98797441994,80965.90825865383
"(5, 8, 16)",80765.84292538124,80949.93706586462,"[9960, 5405, 10219, 2944]",2944,3,12,8,80777.84292538124,80957.93706586462,80770.0018084646,80952.70965458686
"(2, 6, 10)",80765.85172098738,80951.78252638591,"[3972, 7870, 6707, 9979]",3972,3,12,8,80777.85172098738,80959.78252638591,80770.01060407075,80954.55511510815
"(1, 4, 15)",80765.87000813751,80969.5872182304,"[1967, 6048, 16658, 3855]",1967,3,12,8,80777.87000813751,80977.5872182304,80770.02889122088,80972.35980695263
"(5, 9, 19)",80765.98869353339,80949.7284037761,"[9960, 7038, 10890, 640]",640,3,12,8,80777.98869353339,80957.7284037761,80770.14757661676,80952.50099249833
"(4, 5, 19)",80766.14748448985,80969.06711805136,"[8015, 1945, 17928, 640]",640,3,12,8,80778.14748448985,80977.06711805136,80770.30636757321,80971.8397067736
"(1, 5, 13)",80766.1638637223,80952.90061852695,"[1967, 7993, 12603, 5965]",1967,3,12,8,80778.1638637223,80960.90061852695,80770.32274680566,80955.67320724919
"(5, 12, 18)",80766.22379963729,80951.86880788926,"[9960, 11375, 5852, 1341]",1341,3,12,8,80778.22379963729,80959.86880788926,80770.38268272065,80954.64139661149
"(5, 12, 13)",80766.27687772203,80953.04948054759,"[9960, 11375, 1228, 5965]",1228,3,12,8,80778.27687772203,80961.04948054759,80770.4357608054,80955.82206926982
"(5, 11, 12)",80766.36448157064,80949.54259161867,"[9960, 10035, 1340, 7193]",1340,3,12,8,80778.36448157064,80957.54259161867,80770.523364654,80952.3151803409
"(5, 6, 12)",80766.39021800985,80949.60612729797,"[9960, 1882, 9493, 7193]",1882,3,12,8,80778.39021800985,80957.60612729797,80770.54910109322,80952.3787160202
"(1, 4, 14)",80766.50331624431,80970.95634723785,"[1967, 6048, 15652, 4861]",1967,3,12,8,80778.50331624431,80978.95634723785,80770.66219932768,80973.72893596008
"(3, 7, 16)",80766.61340846881,80959.01829640794,"[5996, 7644, 11944, 2944]",2944,3,12,8,80778.61340846881,80967.01829640794,80770.77229155217,80961.79088513018
"(5, 12)",80769.66000991623,80952.89903259987,"[9960, 11375, 7193]",7193,2,9,6,80778.66000991623,80958.89903259987,80772.77917222875,80954.97847414155
"(1, 4, 5)",80766.67321427893,80964.43647661514,"[1967, 6048, 1945, 18568]",1945,3,12,8,80778.67321427893,80972.43647661514,80770.83209736229,80967.20906533737
"(5, 6, 13)",80766.7307295523,80953.43224287507,"[9960, 1882, 10721, 5965]",1882,3,12,8,80778.7307295523,80961.43224287507,80770.88961263567,80956.20483159731
"(2, 4, 15)",80766.80794462119,80976.50860040059,"[3972, 4043, 16658, 3855]",3855,3,12,8,80778.80794462119,80984.50860040059,80770.96682770456,80979.28118912282
"(2, 5, 14)",80766.89296756085,80963.51357424312,"[3972, 5988, 13707, 4861]",3972,3,12,8,80778.89296756085,80971.51357424312,80771.05185064422,80966.28616296535
"(3, 7, 9)",80766.9275655821,80956.86822059489,"[5996, 7644, 3358, 11530]",3358,3,12,8,80778.9275655821,80964.86822059489,80771.08644866546,80959.64080931712
"(3, 6, 14)",80767.0578511577,80962.31574923315,"[5996, 5846, 11825, 4861]",4861,3,12,8,80779.0578511577,80970.31574923315,80771.21673424107,80965.08833795539
"(5, 12, 14)",80767.06239678555,80952.8170505779,"[9960, 11375, 2332, 4861]",2332,3,12,8,80779.06239678555,80960.8170505779,80771.22127986891,80955.58963930013
"(5, 7, 17)",80767.10773232387,80951.52394975559,"[9960, 3680, 12779, 2109]",2109,3,12,8,80779.10773232387,80959.52394975559,80771.26661540724,80954.29653847782
"(5, 12, 15)",80767.14902924582,80952.421894164,"[9960, 11375, 3338, 3855]",3338,3,12,8,80779.14902924582,80960.421894164,80771.30791232918,80955.19448288623
"(5, 8, 17)",80767.19147450653,80951.18481934727,"[9960, 5405, 11054, 2109]",2109,3,12,8,80779.19147450653,80959.18481934727,80771.3503575899,80953.9574080695
"(2, 6, 12)",80767.20132866877,80957.08563693365,"[3972, 7870, 9493, 7193]",3972,3,12,8,80779.20132866877,80965.08563693365,80771.36021175214,80959.85822565589
"(5, 6, 9)",80767.22286523467,80949.20946829711,"[9960, 1882, 5156, 11530]",1882,3,12,8,80779.22286523467,80957.20946829711,80771.38174831803,80951.98205701934
"(2, 4, 14)",80767.441252728,80977.87772940805,"[3972, 4043, 15652, 4861]",3972,3,12,8,80779.441252728,80985.87772940805,80771.60013581136,80980.65031813028
"(5, 8, 9)",80767.46142298213,80949.45646865845,"[9960, 5405, 1633, 11530]",1633,3,12,8,80779.46142298213,80957.45646865845,80771.6203060655,80952.22905738068
"(2, 6, 13)",80767.5418402112,80960.91175251076,"[3972, 7870, 10721, 5965]",3972,3,12,8,80779.5418402112,80968.91175251076,80771.70072329456,80963.68434123299
"(4, 15)",80770.55555041137,80974.89014650728,"[8015, 16658, 3855]",3855,2,9,6,80779.55555041137,80980.89014650728,80773.67471272389,80976.96958804896
"(2, 4, 5)",80767.6111507626,80971.35785878533,"[3972, 4043, 1945, 18568]",1945,3,12,8,80779.6111507626,80979.35785878533,80771.77003384597,80974.13044750756
"(1, 5, 8)",80767.91223548327,80946.7740915771,"[1967, 7993, 5405, 13163]",1967,3,12,8,80779.91223548327,80954.7740915771,80772.07111856663,80949.54668029933
"(5, 12, 16)",80767.96733956653,80952.49262355184,"[9960, 11375, 4249, 2944]",2944,3,12,8,80779.96733956653,80960.49262355184,80772.1262226499,80955.26521227407
"(5, 13)",80771.01204574708,80957.84081683727,"[9960, 12603, 5965]",5965,2,9,6,80780.01204574708,80963.84081683727,80774.1312080596,80959.92025837894
"(2, 6, 9)",80768.03397589357,80956.68897793279,"[3972, 7870, 5156, 11530]",3972,3,12,8,80780.03397589357,80964.68897793279,80772.19285897694,80959.46156665502
"(4, 14)",80771.18885851817,80976.25927551475,"[8015, 15652, 4861]",4861,2,9,6,80780.18885851817,80982.25927551475,80774.3080208307,80978.33871705642
"(5, 12, 17)",80768.24139537885,80952.72787993903,"[9960, 11375, 5084, 2109]",2109,3,12,8,80780.24139537885,80960.72787993903,80772.40027846221,80955.50046866127
"(3, 7, 17)",80768.25984646328,80960.63255368247,"[5996, 7644, 12779, 2109]",2109,3,12,8,80780.25984646328,80968.63255368247,80772.41872954664,80963.4051424047
"(3, 5, 16)",80768.30280108206,80964.1885983528,"[5996, 3964, 15624, 2944]",2944,3,12,8,80780.30280108206,80972.1885983528,80772.46168416542,80966.96118707504
"(4, 5)",80771.35875655279,80969.73940489203,"[8015, 1945, 18568]",1945,2,9,6,80780.35875655279,80975.73940489203,80774.4779188653,80971.8188464337
"(1, 5, 7)",80768.38120031959,80947.65820426599,"[1967, 7993, 3680, 14888]",1967,3,12,8,80780.38120031959,80955.65820426599,80772.54008340296,80950.43079298822
"(4, 14, 18)",80768.42651675318,80975.33971552138,"[8015, 15652, 3520, 1341]",1341,3,12,8,80780.42651675318,80983.33971552138,80772.58539983655,80978.11230424361
"(5, 13, 18)",80768.49680334837,80957.0835386044,"[9960, 12603, 4624, 1341]",1341,3,12,8,80780.49680334837,80965.0835386044,80772.65568643174,80959.85612732664
"(5, 8, 19)",80768.50703522237,80951.87993717508,"[9960, 5405, 12523, 640]",640,3,12,8,80780.50703522237,80959.87993717508,80772.66591830573,80954.65252589731
"(3, 6, 18)",80768.5428412444,80963.56258422916,"[5996, 5846, 15345, 1341]",1341,3,12,8,80780.5428412444,80971.56258422916,80772.70172432777,80966.3351729514
"(5, 12, 19)",80768.63790473076,80952.5008364563,"[9960, 11375, 6553, 640]",640,3,12,8,80780.63790473076,80960.5008364563,80772.79678781412,80955.27342517853
"(3, 6, 16)",80768.68947852438,80962.51897119483,"[5996, 5846, 13742, 2944]",2944,3,12,8,80780.68947852438,80970.51897119483,80772.84836160774,80965.29155991707
"(4, 15, 18)",80768.70740091726,80974.53608609946,"[8015, 16658, 2514, 1341]",1341,3,12,8,80780.70740091726,80982.53608609946,80772.86628400063,80977.30867482169
"(5, 7, 19)",80768.81373960515,80952.60553347625,"[9960, 3680, 14248, 640]",640,3,12,8,80780.81373960515,80960.60553347625,80772.97262268851,80955.37812219848
"(3, 6, 8)",80768.85782526847,80957.22311406121,"[5996, 5846, 3523, 13163]",3523,3,12,8,80780.85782526847,80965.22311406121,80773.01670835183,80959.99570278345
"(3, 5, 18)",80768.97056378546,80966.07164906114,"[5996, 3964, 17227, 1341]",1341,3,12,8,80780.97056378546,80974.07164906114,80773.12944686883,80968.84423778337
"(5, 6, 15)",80769.02563500224,80954.34432032418,"[9960, 1882, 12831, 3855]",1882,3,12,8,80781.02563500224,80962.34432032418,80773.1845180856,80957.11690904641
"(3, 8, 13)",80769.02584847808,80964.16830396578,"[5996, 9369, 7198, 5965]",5965,3,12,8,80781.02584847808,80972.16830396578,80773.18473156144,80966.94089268801
"(3, 4, 15)",80769.21151166804,80975.22608758476,"[5996, 2019, 16658, 3855]",2019,3,12,8,80781.21151166804,80983.22608758476,80773.3703947514,80977.99867630699
"(4, 14, 15)",80769.21673009642,80974.5492079161,"[8015, 15652, 1006, 3855]",1006,3,12,8,80781.21673009642,80982.5492079161,80773.37561317979,80977.32179663834
"(2, 5, 16)",80769.36667730636,80964.56650266433,"[3972, 5988, 15624, 2944]",2944,3,12,8,80781.36667730636,80972.56650266433,80773.52556038972,80967.33909138656
"(4, 15, 19)",80769.57768069438,80974.97838498473,"[8015, 16658, 3215, 640]",640,3,12,8,80781.57768069438,80982.97838498473,80773.73656377774,80977.75097370696
"(1, 5, 15)",80769.6128865862,80954.88063878534,"[1967, 7993, 14713, 3855]",1967,3,12,8,80781.6128865862,80962.88063878534,80773.77176966956,80957.65322750757
"(2, 7, 13)",80769.69684841359,80960.08982126556,"[3972, 9668, 8923, 5965]",3972,3,12,8,80781.69684841359,80968.08982126556,80773.85573149695,80962.86240998779
"(5, 8)",80772.76041750805,80951.71428988742,"[9960, 5405, 13163]",5405,2,9,6,80781.76041750805,80957.71428988742,80775.87957982057,80953.79373142909
"(5, 13, 19)",80769.77555040256,80958.03629225948,"[9960, 12603, 5325, 640]",640,3,12,8,80781.77555040256,80966.03629225948,80773.93443348592,80960.80888098171
"(2, 6, 15)",80769.83674566114,80961.82382995986,"[3972, 7870, 12831, 3855]",3855,3,12,8,80781.83674566114,80969.82382995986,80773.99562874451,80964.5964186821
"(3, 4, 14)",80769.84481977482,80976.59521659222,"[5996, 2019, 15652, 4861]",2019,3,12,8,80781.84481977482,80984.59521659222,80774.00370285819,80979.36780531445
"(4, 14, 19)",80769.96163608768,80976.43460393856,"[8015, 15652, 4221, 640]",640,3,12,8,80781.96163608768,80984.43460393856,80774.12051917105,80979.20719266079
"(4, 15, 17)",80769.96454772697,80974.99458952674,"[8015, 16658, 1746, 2109]",1746,3,12,8,80781.96454772697,80982.99458952674,80774.12343081033,80977.76717824898
"(3, 7, 19)",80769.96585374455,80961.71413740313,"[5996, 7644, 14248, 640]",640,3,12,8,80781.96585374455,80969.71413740313,80774.12473682791,80964.48672612537
"(3, 6, 7)",80769.99416428726,80958.70256615478,"[5996, 5846, 1798, 14888]",1798,3,12,8,80781.99416428726,80966.70256615478,80774.15304737062,80961.47515487701
"(3, 8, 15)",80769.99911997064,80963.73842166788,"[5996, 9369, 9308, 3855]",3855,3,12,8,80781.99911997064,80971.73842166788,80774.158003054,80966.51101039011
"(3, 4, 5)",80770.01471780945,80970.0753459695,"[5996, 2019, 1945, 18568]",1945,3,12,8,80782.01471780945,80978.0753459695,80774.17360089281,80972.84793469173
"(2, 7, 11)",80770.01523914542,80956.21291439026,"[3972, 9668, 6355, 8533]",3972,3,12,8,80782.01523914542,80964.21291439026,80774.17412222878,80958.98550311249
"(2, 5, 18)",80770.03444000974,80966.44955337266,"[3972, 5988, 17227, 1341]",1341,3,12,8,80782.03444000974,80974.44955337266,80774.1933230931,80969.22214209489
"(5, 13, 15)",80770.06707431229,80957.2099680679,"[9960, 12603, 2110, 3855]",2110,3,12,8,80782.06707431229,80965.2099680679,80774.22595739565,80959.98255679013
"(3, 8, 11)",80770.07523491414,80961.09868049939,"[5996, 9369, 4630, 8533]",4630,3,12,8,80782.07523491414,80969.09868049939,80774.2341179975,80963.87126922162
"(5, 13, 17)",80770.18609011707,80958.0395050854,"[9960, 12603, 3856, 2109]",2109,3,12,8,80782.18609011707,80966.0395050854,80774.34497320044,80960.81209380763
"(5, 7)",80773.22938234435,80952.59840257629,"[9960, 3680, 14888]",3680,2,9,6,80782.22938234435,80958.59840257629,80776.34854465687,80954.67784411796
"(4, 14, 16)",80770.23933451183,80975.70515533315,"[8015, 15652, 1917, 2944]",1917,3,12,8,80782.23933451183,80983.70515533315,80774.3982175952,80978.47774405539
"(3, 8, 12)",80770.2474929064,80962.01230032409,"[5996, 9369, 5970, 7193]",5970,3,12,8,80782.2474929064,80970.01230032409,80774.40637598977,80964.78488904632
"(5, 6, 14)",80770.26576691304,80956.18846219736,"[9960, 1882, 11825, 4861]",1882,3,12,8,80782.26576691304,80964.18846219736,80774.4246499964,80958.96105091959
"(4, 14, 17)",80770.31093781721,80976.36726005068,"[8015, 15652, 2752, 2109]",2109,3,12,8,80782.31093781721,80984.36726005068,80774.46982090057,80979.13984877292
"(5, 13, 16)",80770.40139829309,80957.59336270078,"[9960, 12603, 3021, 2944]",2944,3,12,8,80782.40139829309,80965.59336270078,80774.56028137646,80960.36595142301
"(2, 7, 12)",80770.44377631226,80957.42434336203,"[3972, 9668, 7695, 7193]",3972,3,12,8,80782.44377631226,80965.42434336203,80774.60265939562,80960.19693208426
"(4, 15, 16)",80770.47947893344,80974.93200860024,"[8015, 16658, 911, 2944]",911,3,12,8,80782.47947893344,80982.93200860024,80774.6383620168,80977.70459732247
